ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_1301,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,Ambiguous_taxa,Ambiguous_taxa
ASV_1302,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,D_5__metagenome,D_6__metagenome
ASV_1303,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,D_5__uncultured Planctomycetales bacterium,D_6__uncultured Planctomycetales bacterium
ASV_1304,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1305,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,D_5__uncultured organism,D_6__uncultured organism
ASV_1306,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,D_5__uncultured planctomycete,D_6__uncultured planctomycete
ASV_1307,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,NA,NA
ASV_1308,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__uncultured,D_4__uncultured Planctomycetaceae bacterium,D_5__uncultured Planctomycetaceae bacterium,D_6__uncultured Planctomycetaceae bacterium
ASV_1309,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1310,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__uncultured,NA,NA,NA
ASV_1311,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_1312,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__uncultured Antarctic bacterium LB3-13,D_4__uncultured Antarctic bacterium LB3-13,D_5__uncultured Antarctic bacterium LB3-13,D_6__uncultured Antarctic bacterium LB3-13
ASV_1313,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__uncultured Planctomycetales bacterium,D_4__uncultured Planctomycetales bacterium,D_5__uncultured Planctomycetales bacterium,D_6__uncultured Planctomycetales bacterium
ASV_1314,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__uncultured soil bacterium,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_1315,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,D_3__wastewater metagenome,D_4__wastewater metagenome,D_5__wastewater metagenome,D_6__wastewater metagenome
ASV_1316,D_0__Bacteria,D_1__Planctomycetes,D_2__vadinHA49,NA,NA,NA,NA
ASV_1317,D_0__Bacteria,D_1__Planctomycetes,NA,NA,NA,NA,NA
ASV_1318,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Acidiphilium,D_6__uncultured soil bacterium
ASV_1319,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Acidiphilium,NA
ASV_1320,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Craurococcus,NA
ASV_1321,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Rhodovastum,D_6__metagenome
ASV_1322,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Rhodovastum,D_6__uncultured bacterium
ASV_1323,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Rhodovastum,NA
ASV_1324,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Roseococcus,NA
ASV_1325,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Roseomonas,D_6__Roseomonas frigidaquae
ASV_1326,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Roseomonas,D_6__bacterium EM0302
ASV_1327,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Roseomonas,NA
ASV_1328,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Rubritepida,NA
ASV_1329,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__uncultured,D_6__uncultured Paracraurococcus sp.
ASV_1330,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__uncultured,D_6__uncultured alpha proteobacterium
ASV_1331,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__uncultured,D_6__uncultured proteobacterium
ASV_1332,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__uncultured,NA
ASV_1333,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,NA,NA
ASV_1334,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Azospirillales,D_4__Azospirillaceae,D_5__Skermanella,NA
ASV_1335,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Azospirillales,D_4__Azospirillales Incertae Sedis,D_5__Stella,Ambiguous_taxa
ASV_1336,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Azospirillales,D_4__Inquilinaceae,D_5__Inquilinus,D_6__uncultured bacterium
ASV_1337,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caedibacterales,D_4__Caedibacteraceae,D_5__Candidatus Nucleicultrix,Ambiguous_taxa
ASV_1338,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caedibacterales,D_4__Caedibacteraceae,D_5__Candidatus Nucleicultrix,NA
ASV_1339,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Asticcacaulis,NA
ASV_1340,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Brevundimonas,D_6__metagenome
ASV_1341,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Brevundimonas,D_6__uncultured alpha proteobacterium
ASV_1342,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Brevundimonas,NA
ASV_1343,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Caulobacter,NA
ASV_1344,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Phenylobacterium,D_6__metagenome
ASV_1345,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Phenylobacterium,NA
ASV_1346,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1347,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__uncultured,NA
ASV_1348,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,NA,NA
ASV_1349,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__Hirschia,D_6__metagenome
ASV_1350,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__Hirschia,NA
ASV_1351,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__Hyphomonas,NA
ASV_1352,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__SWB02,Ambiguous_taxa
ASV_1353,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__SWB02,D_6__metagenome
ASV_1354,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__SWB02,D_6__uncultured bacterium
ASV_1355,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__SWB02,D_6__uncultured soil bacterium
ASV_1356,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__SWB02,NA
ASV_1357,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Hyphomonadaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1358,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Dongiales,D_4__Dongiaceae,D_5__Dongia,NA
ASV_1359,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,D_5__metagenome,D_6__metagenome
ASV_1360,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,D_5__uncultured Stella sp.,D_6__uncultured Stella sp.
ASV_1361,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1362,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,D_4__uncultured,NA,NA
ASV_1363,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Elsterales,NA,NA,NA
ASV_1364,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1365,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Holosporales,D_4__Holosporaceae,D_5__uncultured,NA
ASV_1366,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__Micavibrionaceae,D_5__Micavibrio,Ambiguous_taxa
ASV_1367,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__Micavibrionaceae,D_5__uncultured,D_6__uncultured alpha proteobacterium
ASV_1368,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__metagenome,D_6__metagenome
ASV_1369,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1370,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,D_5__uncultured sludge bacterium S43,D_6__uncultured sludge bacterium S43
ASV_1371,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,D_4__uncultured,NA,NA
ASV_1372,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micavibrionales,NA,NA,NA
ASV_1373,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,D_5__uncultured,NA
ASV_1374,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,NA,NA
ASV_1375,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__NRL2,NA,NA,NA
ASV_1376,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__Candidatus Paracaedibacter,D_6__uncultured alpha proteobacterium
ASV_1377,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__Candidatus Paracaedibacter,D_6__uncultured bacterium
ASV_1378,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__Candidatus Paracaedibacter,NA
ASV_1379,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__uncultured,D_6__uncultured alpha proteobacterium
ASV_1380,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__EF100-94H03,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1381,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__EF100-94H03,NA,NA
ASV_1382,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Reyranellales,D_4__Reyranellaceae,D_5__Reyranella,D_6__metagenome
ASV_1383,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Reyranellales,D_4__Reyranellaceae,D_5__Reyranella,NA
ASV_1384,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Reyranellales,D_4__Reyranellaceae,D_5__uncultured,NA
ASV_1385,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__metagenome,D_6__metagenome
ASV_1386,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__uncultured Phyllobacteriaceae bacterium,D_6__uncultured Phyllobacteriaceae bacterium
ASV_1387,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__uncultured Sphingomonadaceae bacterium,D_6__uncultured Sphingomonadaceae bacterium
ASV_1388,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,NA,NA
ASV_1389,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Amb-16S-1323,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1390,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__1174-901-12,Ambiguous_taxa
ASV_1391,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Bosea,NA
ASV_1392,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylobacterium,NA
ASV_1393,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylocapsa,D_6__uncultured bacterium
ASV_1394,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylocystis,NA
ASV_1395,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Methylovirgula,D_6__uncultured bacterium
ASV_1396,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,NA
ASV_1397,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Psychroglaciecola,D_6__uncultured bacterium
ASV_1398,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Psychroglaciecola,NA
ASV_1399,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Rhodoblastus,NA
ASV_1400,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Roseiarcus,D_6__uncultured bacterium
ASV_1401,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Roseiarcus,NA
ASV_1402,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__alphaI cluster,D_6__uncultured bacterium
ASV_1403,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__alphaI cluster,NA
ASV_1404,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__uncultured,D_6__metagenome
ASV_1405,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1406,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__uncultured,NA
ASV_1407,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,NA,NA
ASV_1408,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__D05-2,NA,NA
ASV_1409,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,D_5__Devosia,NA
ASV_1410,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,D_5__uncultured,NA
ASV_1411,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,NA,NA
ASV_1412,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Hyphomicrobium,D_6__uncultured Hyphomicrobiaceae bacterium
ASV_1413,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Hyphomicrobium,D_6__uncultured bacterium
ASV_1414,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Hyphomicrobium,NA
ASV_1415,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Pedomicrobium,D_6__metagenome
ASV_1416,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Pedomicrobium,D_6__uncultured Hyphomicrobium sp.
ASV_1417,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Pedomicrobium,D_6__uncultured alpha proteobacterium
ASV_1418,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Pedomicrobium,NA
ASV_1419,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__uncultured,D_6__metagenome
ASV_1420,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_1421,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,NA,NA
ASV_1422,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__KF-JG30-B3,D_5__metagenome,D_6__metagenome
ASV_1423,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__KF-JG30-B3,NA,NA
ASV_1424,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Kaistiaceae,D_5__Kaistia,Ambiguous_taxa
ASV_1425,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Kaistiaceae,D_5__Kaistia,NA
ASV_1426,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Labraceae,D_5__Labrys,Ambiguous_taxa
ASV_1427,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Labraceae,D_5__Labrys,NA
ASV_1428,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methyloligellaceae,D_5__Methyloceanibacter,NA
ASV_1429,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methyloligellaceae,D_5__uncultured,NA
ASV_1430,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methylopilaceae,D_5__Hansschlegelia,D_6__uncultured bacterium
ASV_1431,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methylopilaceae,D_5__Methylopila,Ambiguous_taxa
ASV_1432,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Methylopilaceae,D_5__Methylopila,NA
ASV_1433,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Pleomorphomonadaceae,D_5__Ancalomicrobium,Ambiguous_taxa
ASV_1434,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Pleomorphomonadaceae,D_5__Chthonobacter,Ambiguous_taxa
ASV_1435,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Pleomorphomonadaceae,D_5__Chthonobacter,NA
ASV_1436,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Pleomorphomonadaceae,D_5__Prosthecomicrobium,NA
ASV_1437,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
ASV_1438,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Aminobacter,NA
ASV_1439,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Aquamicrobium,NA
ASV_1440,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Aureimonas,Ambiguous_taxa
ASV_1441,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Aureimonas,NA
ASV_1442,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Mesorhizobium,NA
ASV_1443,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Nitratireductor,NA
ASV_1444,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Ochrobactrum,NA
ASV_1445,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Phyllobacterium,NA
ASV_1446,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__uncultured,NA
ASV_1447,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,NA,NA
ASV_1448,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Bauldia,NA
ASV_1449,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Nordella,NA
ASV_1450,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Phreatobacter,D_6__Alphaproteobacteria bacterium
ASV_1451,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Phreatobacter,D_6__uncultured Bradyrhizobiaceae bacterium
ASV_1452,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Phreatobacter,NA
ASV_1453,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__uncultured,Ambiguous_taxa
ASV_1454,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__uncultured,D_6__uncultured bacterium
ASV_1455,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__uncultured,NA
ASV_1456,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhodomicrobiaceae,D_5__Rhodomicrobium,Ambiguous_taxa
ASV_1457,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhodomicrobiaceae,D_5__Rhodomicrobium,D_6__uncultured bacterium
